Response_ID,Respondent_ID,Consume_frequency,Consume_time,Consume_reason,Heard_before,Brand_perception,General_perception,Tried_before,Taste_experience,Reasons_preventing_trying,Current_brands,Reasons_for_choosing_brands,Improvements_desired,Ingredients_expected,Health_concerns,Interest_in_natural_or_organic,Marketing_channels,Packaging_preference,Limited_edition_packaging,Price_range,Purchase_location,Typical_consumption_situations
104134,121164,Rarely,For mental alertness,Other,No,Negative,Effective,No,4,Not interested in energy drinks,CodeX,Brand reputation,Wider range of flavors,Vitamins,Yes,No,Online ads,Compact and portable cans,Yes,100-150,Supermarkets,Sports/exercise
104144,121174,Rarely,Before exercise,To boost performance,No,Neutral,Not sure,No,5,Health concerns,CodeX,Taste/flavor preference,Reduced sugar content,Sugar,Yes,No,Print media,Compact and portable cans,No,50-99,Supermarkets,Sports/exercise
104149,121179,2-3 times a month,Throughout the day,Increased energy and focus,Yes,Negative,Not sure,No,4,Health concerns,CodeX,Availability,Reduced sugar content,Caffeine,No,Not Sure,TV commercials,Collectible packaging,No,100-150,Supermarkets,Studying/working late
104152,121182,2-3 times a week,Before exercise,Increased energy and focus,Yes,Negative,Effective,Yes,3,Not available locally,CodeX,Availability,Healthier alternatives,Caffeine,Yes,Yes,TV commercials,Compact and portable cans,Yes,50-99,Local stores,Studying/working late
104153,121183,2-3 times a week,Before exercise,Increased energy and focus,Yes,Negative,Dangerous,Yes,3,Unfamiliar with the brand,CodeX,Effectiveness,Reduced sugar content,Guarana,No,Yes,Other,Innovative bottle design,Not Sure,100-150,Online retailers,Sports/exercise
104188,121218,Rarely,Before exercise,Other,No,Neutral,Dangerous,Yes,3,Not interested in energy drinks,CodeX,Other,Wider range of flavors,Guarana,Yes,Yes,Other,Innovative bottle design,Not Sure,Below 50,Online retailers,Sports/exercise
104203,121233,2-3 times a month,For mental alertness,To combat fatigue,No,Neutral,Not sure,Yes,4,Not interested in energy drinks,CodeX,Availability,Reduced sugar content,Guarana,No,Yes,TV commercials,Innovative bottle design,No,50-99,Supermarkets,Sports/exercise
104238,121268,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Positive,Dangerous,No,3,Not available locally,CodeX,Brand reputation,Reduced sugar content,Vitamins,Yes,Yes,Online ads,Innovative bottle design,Not Sure,100-150,Supermarkets,Sports/exercise
104251,121281,2-3 times a week,For mental alertness,To enhance sports performance,No,Neutral,Healthy,No,4,Not interested in energy drinks,CodeX,Availability,Wider range of flavors,Caffeine,No,Yes,Online ads,Innovative bottle design,No,100-150,Supermarkets,Sports/exercise
104262,121292,2-3 times a month,Before exercise,Increased energy and focus,No,Negative,Not sure,No,2,Health concerns,CodeX,Availability,More natural ingredients,Sugar,No,Yes,Online ads,Innovative bottle design,Not Sure,50-99,Online retailers,Other
104270,121300,Rarely,Before exercise,Other,No,Neutral,Dangerous,Yes,5,Unfamiliar with the brand,CodeX,Other,More natural ingredients,Caffeine,Yes,Yes,Outdoor billboards,Eco-friendly design,Yes,100-150,Supermarkets,Studying/working late
104274,121304,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Negative,Dangerous,No,5,Not interested in energy drinks,CodeX,Taste/flavor preference,Wider range of flavors,Caffeine,Yes,No,Online ads,Collectible packaging,Yes,50-99,Supermarkets,Studying/working late
104278,121308,2-3 times a month,To stay awake during work/study,Other,No,Positive,Not sure,No,4,Not interested in energy drinks,CodeX,Other,Healthier alternatives,Vitamins,No,Not Sure,Online ads,Collectible packaging,No,50-99,Other,Other
104310,121340,2-3 times a week,Throughout the day,To boost performance,No,Positive,Dangerous,No,3,Other,CodeX,Other,Reduced sugar content,Vitamins,No,No,TV commercials,Other,Not Sure,100-150,Online retailers,Studying/working late
104336,121366,2-3 times a month,Throughout the day,To boost performance,Yes,Negative,Healthy,Yes,3,Unfamiliar with the brand,CodeX,Taste/flavor preference,Healthier alternatives,Caffeine,Yes,Yes,Online ads,Compact and portable cans,Yes,Above 150,Supermarkets,Studying/working late
104360,121390,2-3 times a week,Before exercise,Increased energy and focus,No,Neutral,Effective,Yes,5,Not available locally,CodeX,Brand reputation,Healthier alternatives,Caffeine,No,Yes,Other,Compact and portable cans,Not Sure,Below 50,Supermarkets,Studying/working late
104361,121391,Rarely,For mental alertness,To boost performance,Yes,Neutral,Not sure,Yes,2,Other,CodeX,Brand reputation,More natural ingredients,Sugar,No,Yes,Online ads,Collectible packaging,Not Sure,100-150,Supermarkets,Studying/working late
104363,121393,Once a week,To stay awake during work/study,To combat fatigue,No,Neutral,Not sure,No,1,Not interested in energy drinks,CodeX,Effectiveness,Healthier alternatives,Caffeine,Yes,No,TV commercials,Eco-friendly design,Yes,Above 150,Supermarkets,Sports/exercise
104368,121398,2-3 times a month,Before exercise,Increased energy and focus,No,Negative,Healthy,Yes,3,Unfamiliar with the brand,CodeX,Brand reputation,More natural ingredients,Caffeine,Yes,Yes,Online ads,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late
104379,121409,2-3 times a week,Before exercise,Increased energy and focus,Yes,Positive,Effective,Yes,4,Not interested in energy drinks,CodeX,Availability,Wider range of flavors,Vitamins,No,No,Online ads,Compact and portable cans,No,50-99,Supermarkets,Sports/exercise
104404,121434,2-3 times a week,For mental alertness,Other,Yes,Neutral,Not sure,Yes,1,Not available locally,CodeX,Availability,Wider range of flavors,Caffeine,No,Not Sure,Online ads,Innovative bottle design,Not Sure,100-150,Supermarkets,Social outings/parties
104410,121440,Once a week,To stay awake during work/study,Increased energy and focus,Yes,Negative,Dangerous,Yes,3,Unfamiliar with the brand,CodeX,Brand reputation,Wider range of flavors,Caffeine,No,Yes,TV commercials,Innovative bottle design,Yes,100-150,Supermarkets,Social outings/parties
104447,121477,2-3 times a month,Throughout the day,To combat fatigue,Yes,Negative,Dangerous,No,4,Other,CodeX,Availability,More natural ingredients,Caffeine,Yes,Yes,Online ads,Eco-friendly design,Not Sure,50-99,Supermarkets,Sports/exercise
104477,121507,Rarely,To stay awake during work/study,Increased energy and focus,No,Neutral,Effective,No,5,Not available locally,CodeX,Brand reputation,Wider range of flavors,Guarana,Yes,No,Online ads,Innovative bottle design,No,50-99,Online retailers,Studying/working late
104483,121513,Daily,To stay awake during work/study,To combat fatigue,No,Neutral,Healthy,No,2,Not interested in energy drinks,CodeX,Availability,Wider range of flavors,Caffeine,No,Yes,TV commercials,Innovative bottle design,No,100-150,Local stores,Social outings/parties
104484,121514,Rarely,To stay awake during work/study,To enhance sports performance,No,Negative,Dangerous,Yes,4,Unfamiliar with the brand,CodeX,Taste/flavor preference,Wider range of flavors,Vitamins,No,Yes,TV commercials,Innovative bottle design,No,100-150,Online retailers,Studying/working late
104489,121519,Daily,Before exercise,Increased energy and focus,No,Negative,Effective,No,2,Not available locally,CodeX,Other,Wider range of flavors,Caffeine,No,Yes,Outdoor billboards,Compact and portable cans,Yes,100-150,Supermarkets,Studying/working late
104519,121549,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Positive,Effective,Yes,4,Other,CodeX,Effectiveness,More natural ingredients,Caffeine,Yes,Yes,Online ads,Compact and portable cans,Yes,50-99,Supermarkets,Other
104536,121566,2-3 times a week,Throughout the day,Increased energy and focus,Yes,Neutral,Effective,No,2,Unfamiliar with the brand,CodeX,Brand reputation,More natural ingredients,Guarana,Yes,Not Sure,TV commercials,Innovative bottle design,No,100-150,Online retailers,Sports/exercise
104545,121575,Once a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Effective,No,4,Health concerns,CodeX,Effectiveness,Wider range of flavors,Vitamins,Yes,Yes,TV commercials,Compact and portable cans,No,100-150,Online retailers,Studying/working late
104547,121577,Rarely,To stay awake during work/study,To combat fatigue,Yes,Neutral,Not sure,No,4,Not available locally,CodeX,Brand reputation,Wider range of flavors,Sugar,No,Not Sure,TV commercials,Compact and portable cans,Yes,100-150,Supermarkets,Studying/working late
104553,121583,Rarely,Before exercise,Increased energy and focus,No,Neutral,Healthy,Yes,2,Other,CodeX,Availability,Reduced sugar content,Vitamins,No,Yes,Outdoor billboards,Compact and portable cans,Yes,50-99,Other,Studying/working late
104563,121593,Rarely,To stay awake during work/study,Increased energy and focus,Yes,Positive,Effective,No,3,Not interested in energy drinks,CodeX,Effectiveness,More natural ingredients,Vitamins,No,Not Sure,Online ads,Compact and portable cans,Yes,50-99,Local stores,Social outings/parties
104564,121594,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Healthy,No,5,Not interested in energy drinks,CodeX,Effectiveness,Reduced sugar content,Sugar,Yes,No,TV commercials,Compact and portable cans,Yes,100-150,Supermarkets,Sports/exercise
104568,121598,Rarely,To stay awake during work/study,Increased energy and focus,No,Negative,Effective,No,1,Unfamiliar with the brand,CodeX,Taste/flavor preference,Other,Guarana,No,Not Sure,Other,Innovative bottle design,Not Sure,100-150,Supermarkets,Sports/exercise
104573,121603,2-3 times a month,Before exercise,Other,No,Positive,Not sure,Yes,3,Health concerns,CodeX,Availability,Reduced sugar content,Vitamins,No,Yes,TV commercials,Other,No,100-150,Online retailers,Studying/working late
104576,121606,2-3 times a month,To stay awake during work/study,To enhance sports performance,Yes,Positive,Not sure,No,4,Not available locally,CodeX,Effectiveness,Reduced sugar content,Vitamins,Yes,No,Online ads,Innovative bottle design,No,50-99,Online retailers,Studying/working late
104579,121609,2-3 times a week,Before exercise,To combat fatigue,Yes,Neutral,Effective,No,3,Not available locally,CodeX,Brand reputation,Healthier alternatives,Vitamins,Yes,Yes,Other,Compact and portable cans,Not Sure,Below 50,Supermarkets,Sports/exercise
104585,121615,2-3 times a week,For mental alertness,To boost performance,Yes,Positive,Dangerous,Yes,4,Not interested in energy drinks,CodeX,Availability,Healthier alternatives,Vitamins,Yes,Yes,Online ads,Other,Not Sure,50-99,Online retailers,Sports/exercise
104613,121643,2-3 times a week,Before exercise,Increased energy and focus,No,Negative,Healthy,No,2,Other,CodeX,Other,Wider range of flavors,Caffeine,No,Not Sure,Other,Collectible packaging,No,50-99,Supermarkets,Sports/exercise
104614,121644,2-3 times a month,For mental alertness,To combat fatigue,Yes,Neutral,Dangerous,Yes,1,Other,CodeX,Other,More natural ingredients,Vitamins,Yes,Not Sure,TV commercials,Collectible packaging,No,Above 150,Supermarkets,Sports/exercise
104623,121653,Daily,To stay awake during work/study,To enhance sports performance,No,Negative,Not sure,Yes,1,Health concerns,CodeX,Availability,Healthier alternatives,Vitamins,Yes,No,Outdoor billboards,Innovative bottle design,No,100-150,Supermarkets,Social outings/parties
104649,121679,2-3 times a week,Before exercise,To enhance sports performance,No,Neutral,Dangerous,Yes,2,Not interested in energy drinks,CodeX,Other,Reduced sugar content,Caffeine,No,Yes,TV commercials,Eco-friendly design,Yes,50-99,Online retailers,Sports/exercise
104650,121680,Rarely,Throughout the day,Increased energy and focus,Yes,Neutral,Effective,No,4,Health concerns,CodeX,Taste/flavor preference,More natural ingredients,Caffeine,Yes,No,TV commercials,Eco-friendly design,No,100-150,Supermarkets,Studying/working late
104671,121701,Once a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Healthy,Yes,1,Not available locally,CodeX,Effectiveness,More natural ingredients,Sugar,Yes,Yes,Online ads,Compact and portable cans,Yes,Above 150,Gyms and fitness centers,Social outings/parties
104674,121704,Rarely,To stay awake during work/study,Increased energy and focus,No,Positive,Effective,Yes,2,Health concerns,CodeX,Brand reputation,Other,Vitamins,Yes,Not Sure,TV commercials,Innovative bottle design,Yes,50-99,Supermarkets,Social outings/parties
104685,121715,Once a week,For mental alertness,To combat fatigue,No,Neutral,Dangerous,No,4,Health concerns,CodeX,Effectiveness,Other,Vitamins,Yes,No,Print media,Compact and portable cans,No,50-99,Online retailers,Sports/exercise
104713,121743,Once a week,Throughout the day,Other,No,Positive,Dangerous,Yes,3,Not available locally,CodeX,Taste/flavor preference,Reduced sugar content,Vitamins,No,Yes,Other,Innovative bottle design,No,50-99,Gyms and fitness centers,Sports/exercise
104716,121746,Once a week,Before exercise,To enhance sports performance,No,Neutral,Healthy,Yes,1,Not interested in energy drinks,CodeX,Brand reputation,More natural ingredients,Guarana,Yes,No,Online ads,Other,No,Above 150,Supermarkets,Studying/working late
104721,121751,Once a week,Before exercise,To enhance sports performance,Yes,Positive,Not sure,Yes,5,Not interested in energy drinks,CodeX,Other,Healthier alternatives,Sugar,No,Yes,Print media,Collectible packaging,Not Sure,Above 150,Online retailers,Studying/working late
104730,121760,Rarely,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Not sure,Yes,3,Health concerns,CodeX,Taste/flavor preference,Wider range of flavors,Vitamins,Yes,No,TV commercials,Compact and portable cans,No,50-99,Other,Sports/exercise
104743,121773,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Effective,Yes,3,Not interested in energy drinks,CodeX,Taste/flavor preference,Wider range of flavors,Sugar,Yes,Yes,Print media,Innovative bottle design,Yes,50-99,Supermarkets,Studying/working late
104750,121780,Rarely,Before exercise,Increased energy and focus,No,Neutral,Healthy,Yes,5,Health concerns,CodeX,Availability,Wider range of flavors,Sugar,No,Yes,Outdoor billboards,Eco-friendly design,Yes,100-150,Supermarkets,Studying/working late
104757,121787,Once a week,Before exercise,To combat fatigue,Yes,Positive,Effective,No,5,Not interested in energy drinks,CodeX,Availability,Reduced sugar content,Caffeine,No,Yes,Online ads,Collectible packaging,No,50-99,Gyms and fitness centers,Sports/exercise
104782,121812,Once a week,Before exercise,Other,Yes,Neutral,Effective,No,3,Unfamiliar with the brand,CodeX,Effectiveness,Wider range of flavors,Caffeine,Yes,Yes,Online ads,Compact and portable cans,Not Sure,100-150,Gyms and fitness centers,Sports/exercise
104792,121822,Rarely,For mental alertness,Other,No,Negative,Dangerous,No,4,Health concerns,CodeX,Taste/flavor preference,Reduced sugar content,Vitamins,No,Not Sure,Print media,Innovative bottle design,No,100-150,Online retailers,Sports/exercise
104804,121834,2-3 times a month,To stay awake during work/study,To boost performance,No,Neutral,Not sure,Yes,3,Not available locally,CodeX,Other,Reduced sugar content,Sugar,Yes,Yes,Online ads,Eco-friendly design,No,50-99,Local stores,Sports/exercise
104805,121835,2-3 times a week,For mental alertness,Increased energy and focus,No,Neutral,Dangerous,Yes,2,Not interested in energy drinks,CodeX,Taste/flavor preference,More natural ingredients,Caffeine,Yes,No,Other,Eco-friendly design,No,50-99,Supermarkets,Sports/exercise
104807,121837,2-3 times a week,To stay awake during work/study,To enhance sports performance,No,Negative,Effective,Yes,4,Unfamiliar with the brand,CodeX,Effectiveness,Healthier alternatives,Vitamins,Yes,No,Outdoor billboards,Innovative bottle design,No,100-150,Supermarkets,Studying/working late
