Response_ID,Respondent_ID,Consume_frequency,Consume_time,Consume_reason,Heard_before,Brand_perception,General_perception,Tried_before,Taste_experience,Reasons_preventing_trying,Current_brands,Reasons_for_choosing_brands,Improvements_desired,Ingredients_expected,Health_concerns,Interest_in_natural_or_organic,Marketing_channels,Packaging_preference,Limited_edition_packaging,Price_range,Purchase_location,Typical_consumption_situations
103244,120274,Daily,To stay awake during work/study,To enhance sports performance,No,Neutral,Dangerous,No,1,Health concerns,Cola-Coka,Brand reputation,Wider range of flavors,Caffeine,Yes,Yes,Online ads,Other,No,50-99,Gyms and fitness centers,Studying/working late
103247,120277,2-3 times a week,Throughout the day,To combat fatigue,Yes,Neutral,Healthy,No,1,Unfamiliar with the brand,Bepsi,Brand reputation,Reduced sugar content,Vitamins,No,Yes,TV commercials,Compact and portable cans,Yes,50-99,Local stores,Driving/commuting
103248,120278,Once a week,Before exercise,To boost performance,No,Neutral,Not sure,No,2,Not interested in energy drinks,Cola-Coka,Taste/flavor preference,More natural ingredients,Vitamins,Yes,Yes,Online ads,Innovative bottle design,No,100-150,Online retailers,Social outings/parties
103250,120280,2-3 times a month,To stay awake during work/study,To combat fatigue,Yes,Neutral,Dangerous,No,4,Unfamiliar with the brand,Cola-Coka,Availability,Healthier alternatives,Caffeine,Yes,Yes,Online ads,Compact and portable cans,Yes,100-150,Online retailers,Studying/working late
103254,120284,Daily,For mental alertness,Increased energy and focus,Yes,Neutral,Dangerous,Yes,4,Unfamiliar with the brand,Cola-Coka,Effectiveness,More natural ingredients,Vitamins,No,Yes,Other,Compact and portable cans,No,50-99,Other,Sports/exercise
103255,120285,2-3 times a month,To stay awake during work/study,Increased energy and focus,No,Positive,Effective,Yes,3,Not available locally,Bepsi,Taste/flavor preference,More natural ingredients,Guarana,Yes,Yes,Online ads,Collectible packaging,Not Sure,Below 50,Gyms and fitness centers,Social outings/parties
103257,120287,2-3 times a week,Before exercise,To combat fatigue,Yes,Neutral,Not sure,No,5,Not available locally,Bepsi,Brand reputation,Reduced sugar content,Vitamins,Yes,Yes,Online ads,Innovative bottle design,Yes,50-99,Supermarkets,Studying/working late
103259,120289,2-3 times a week,Before exercise,To enhance sports performance,No,Neutral,Dangerous,Yes,1,Unfamiliar with the brand,Bepsi,Other,Wider range of flavors,Caffeine,Yes,Yes,Other,Compact and portable cans,No,Above 150,Other,Studying/working late
103260,120290,2-3 times a week,For mental alertness,Increased energy and focus,Yes,Neutral,Healthy,No,3,Unfamiliar with the brand,Bepsi,Availability,More natural ingredients,Sugar,No,Yes,Online ads,Collectible packaging,No,Above 150,Online retailers,Studying/working late
103262,120292,Rarely,Before exercise,To enhance sports performance,Yes,Neutral,Dangerous,No,3,Not available locally,Bepsi,Effectiveness,Reduced sugar content,Vitamins,No,Yes,Online ads,Innovative bottle design,No,100-150,Online retailers,Sports/exercise
103269,120299,2-3 times a month,Before exercise,To combat fatigue,No,Neutral,Healthy,No,3,Health concerns,Cola-Coka,Other,More natural ingredients,Vitamins,Yes,Yes,Online ads,Compact and portable cans,Not Sure,50-99,Gyms and fitness centers,Studying/working late
103271,120301,Daily,Before exercise,To combat fatigue,Yes,Neutral,Healthy,No,5,Other,Cola-Coka,Effectiveness,Wider range of flavors,Caffeine,Yes,Yes,Online ads,Eco-friendly design,No,Below 50,Supermarkets,Sports/exercise
103273,120303,Once a week,For mental alertness,To combat fatigue,No,Neutral,Not sure,No,5,Not interested in energy drinks,Cola-Coka,Effectiveness,Other,Vitamins,Yes,No,Other,Eco-friendly design,No,50-99,Supermarkets,Sports/exercise
103274,120304,Daily,Throughout the day,Other,No,Positive,Effective,Yes,2,Other,Bepsi,Other,Wider range of flavors,Caffeine,Yes,No,Online ads,Compact and portable cans,No,50-99,Supermarkets,Studying/working late
103276,120306,2-3 times a week,Before exercise,Other,No,Positive,Not sure,Yes,5,Not available locally,Bepsi,Taste/flavor preference,More natural ingredients,Sugar,No,Not Sure,TV commercials,Collectible packaging,Not Sure,Below 50,Other,Sports/exercise
103285,120315,2-3 times a week,To stay awake during work/study,To enhance sports performance,No,Neutral,Dangerous,No,4,Health concerns,Bepsi,Taste/flavor preference,Reduced sugar content,Sugar,Yes,Not Sure,Other,Compact and portable cans,No,100-150,Online retailers,Driving/commuting
103287,120317,2-3 times a month,To stay awake during work/study,To boost performance,No,Neutral,Effective,No,4,Health concerns,Cola-Coka,Effectiveness,More natural ingredients,Vitamins,No,No,TV commercials,Compact and portable cans,No,100-150,Supermarkets,Sports/exercise
103291,120321,Daily,To stay awake during work/study,Other,No,Positive,Effective,Yes,5,Not available locally,Cola-Coka,Effectiveness,Other,Caffeine,No,Yes,Print media,Innovative bottle design,Not Sure,50-99,Supermarkets,Studying/working late
103293,120323,Once a week,Before exercise,To boost performance,Yes,Positive,Effective,No,4,Not available locally,Cola-Coka,Brand reputation,Wider range of flavors,Caffeine,Yes,Not Sure,Online ads,Innovative bottle design,No,50-99,Supermarkets,Studying/working late
103294,120324,Daily,Before exercise,Increased energy and focus,Yes,Neutral,Healthy,Yes,5,Health concerns,Bepsi,Availability,Reduced sugar content,Caffeine,Yes,No,Outdoor billboards,Collectible packaging,Yes,50-99,Online retailers,Sports/exercise
103295,120325,2-3 times a week,To stay awake during work/study,To enhance sports performance,No,Positive,Effective,Yes,4,Not interested in energy drinks,Bepsi,Effectiveness,Healthier alternatives,Sugar,Yes,No,Outdoor billboards,Compact and portable cans,Not Sure,50-99,Other,Studying/working late
103296,120326,Rarely,To stay awake during work/study,To enhance sports performance,No,Neutral,Not sure,No,4,Health concerns,Bepsi,Brand reputation,Wider range of flavors,Guarana,No,No,Online ads,Eco-friendly design,Not Sure,Above 150,Supermarkets,Sports/exercise
103297,120327,2-3 times a week,Before exercise,To enhance sports performance,No,Neutral,Healthy,Yes,2,Other,Cola-Coka,Brand reputation,Reduced sugar content,Caffeine,No,No,Outdoor billboards,Collectible packaging,Yes,50-99,Online retailers,Studying/working late
103298,120328,Daily,For mental alertness,To combat fatigue,Yes,Positive,Not sure,No,4,Health concerns,Cola-Coka,Effectiveness,Wider range of flavors,Caffeine,No,No,TV commercials,Innovative bottle design,Yes,Below 50,Gyms and fitness centers,Social outings/parties
103300,120330,2-3 times a month,For mental alertness,To boost performance,Yes,Neutral,Dangerous,Yes,3,Unfamiliar with the brand,Bepsi,Brand reputation,More natural ingredients,Caffeine,Yes,Not Sure,Print media,Innovative bottle design,No,Above 150,Supermarkets,Studying/working late
103302,120332,Once a week,Throughout the day,Other,No,Neutral,Not sure,Yes,3,Not available locally,Cola-Coka,Effectiveness,Wider range of flavors,Vitamins,No,No,Other,Innovative bottle design,Yes,50-99,Supermarkets,Studying/working late
103304,120334,Rarely,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Not sure,Yes,3,Health concerns,Cola-Coka,Effectiveness,Wider range of flavors,Caffeine,Yes,No,Online ads,Innovative bottle design,Yes,100-150,Supermarkets,Driving/commuting
103305,120335,2-3 times a week,For mental alertness,Other,No,Neutral,Not sure,No,5,Not available locally,Cola-Coka,Other,More natural ingredients,Sugar,No,Yes,Print media,Compact and portable cans,Yes,50-99,Online retailers,Social outings/parties
103306,120336,Rarely,To stay awake during work/study,Other,Yes,Neutral,Not sure,No,5,Health concerns,Bepsi,Taste/flavor preference,Healthier alternatives,Guarana,Yes,Yes,TV commercials,Innovative bottle design,No,50-99,Supermarkets,Driving/commuting
103307,120337,2-3 times a week,To stay awake during work/study,To combat fatigue,Yes,Negative,Effective,No,3,Unfamiliar with the brand,Cola-Coka,Availability,Healthier alternatives,Caffeine,Yes,Yes,Online ads,Other,Yes,Above 150,Supermarkets,Social outings/parties
103310,120340,2-3 times a month,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Effective,No,5,Not interested in energy drinks,Cola-Coka,Taste/flavor preference,Healthier alternatives,Sugar,No,No,TV commercials,Eco-friendly design,No,50-99,Online retailers,Studying/working late
103313,120343,2-3 times a week,For mental alertness,Increased energy and focus,Yes,Negative,Dangerous,No,3,Not available locally,Bepsi,Availability,Other,Vitamins,No,Yes,Other,Compact and portable cans,Not Sure,50-99,Supermarkets,Studying/working late
103316,120346,Once a week,For mental alertness,Increased energy and focus,No,Positive,Effective,No,1,Health concerns,Cola-Coka,Availability,More natural ingredients,Caffeine,Yes,No,TV commercials,Innovative bottle design,Yes,Above 150,Other,Sports/exercise
103318,120348,Rarely,For mental alertness,To combat fatigue,Yes,Positive,Not sure,Yes,4,Other,Cola-Coka,Effectiveness,Healthier alternatives,Guarana,Yes,No,Other,Collectible packaging,Yes,100-150,Other,Sports/exercise
103322,120352,2-3 times a week,To stay awake during work/study,To boost performance,Yes,Neutral,Not sure,No,4,Not interested in energy drinks,Bepsi,Brand reputation,Wider range of flavors,Sugar,Yes,No,Outdoor billboards,Collectible packaging,Not Sure,100-150,Gyms and fitness centers,Studying/working late
103324,120354,Rarely,To stay awake during work/study,Increased energy and focus,No,Neutral,Healthy,Yes,1,Not available locally,Bepsi,Brand reputation,Reduced sugar content,Caffeine,No,Not Sure,Online ads,Eco-friendly design,No,50-99,Local stores,Social outings/parties
103327,120357,Daily,Before exercise,To boost performance,No,Neutral,Not sure,Yes,2,Other,Bepsi,Effectiveness,More natural ingredients,Vitamins,Yes,Yes,Other,Innovative bottle design,Yes,Above 150,Gyms and fitness centers,Studying/working late
103328,120358,2-3 times a week,For mental alertness,Increased energy and focus,No,Negative,Dangerous,Yes,3,Not interested in energy drinks,Bepsi,Brand reputation,More natural ingredients,Sugar,No,Yes,Online ads,Compact and portable cans,No,100-150,Supermarkets,Studying/working late
103329,120359,2-3 times a week,Before exercise,Increased energy and focus,Yes,Neutral,Dangerous,Yes,5,Not available locally,Cola-Coka,Other,More natural ingredients,Vitamins,No,Yes,Other,Innovative bottle design,No,100-150,Gyms and fitness centers,Studying/working late
103330,120360,Rarely,To stay awake during work/study,To enhance sports performance,No,Negative,Effective,No,3,Not interested in energy drinks,Cola-Coka,Brand reputation,Wider range of flavors,Vitamins,Yes,Yes,Online ads,Compact and portable cans,Yes,100-150,Supermarkets,Sports/exercise
103333,120363,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Positive,Dangerous,Yes,5,Other,Bepsi,Taste/flavor preference,More natural ingredients,Caffeine,Yes,Not Sure,Online ads,Compact and portable cans,Not Sure,50-99,Online retailers,Studying/working late
103334,120364,Rarely,Throughout the day,To boost performance,No,Negative,Dangerous,Yes,2,Other,Bepsi,Effectiveness,Reduced sugar content,Caffeine,Yes,Not Sure,Print media,Innovative bottle design,Yes,100-150,Online retailers,Other
103336,120366,Rarely,Before exercise,Increased energy and focus,No,Positive,Effective,Yes,4,Unfamiliar with the brand,Bepsi,Availability,Wider range of flavors,Caffeine,No,Yes,Online ads,Collectible packaging,Not Sure,100-150,Online retailers,Studying/working late
103337,120367,2-3 times a week,Before exercise,Increased energy and focus,No,Neutral,Not sure,No,5,Health concerns,Cola-Coka,Effectiveness,Wider range of flavors,Sugar,No,Yes,Print media,Collectible packaging,Yes,50-99,Supermarkets,Sports/exercise
103338,120368,Once a week,Throughout the day,Increased energy and focus,No,Neutral,Healthy,No,4,Health concerns,Cola-Coka,Taste/flavor preference,More natural ingredients,Vitamins,No,Yes,TV commercials,Innovative bottle design,No,100-150,Supermarkets,Social outings/parties
103339,120369,Daily,To stay awake during work/study,Increased energy and focus,No,Negative,Effective,No,4,Not available locally,Cola-Coka,Availability,Wider range of flavors,Guarana,Yes,Yes,TV commercials,Compact and portable cans,Yes,Below 50,Gyms and fitness centers,Social outings/parties
103340,120370,2-3 times a week,To stay awake during work/study,To enhance sports performance,No,Negative,Healthy,No,1,Not interested in energy drinks,Cola-Coka,Effectiveness,Reduced sugar content,Vitamins,Yes,No,TV commercials,Collectible packaging,Yes,100-150,Local stores,Studying/working late
103341,120371,2-3 times a week,Before exercise,To boost performance,Yes,Positive,Not sure,Yes,1,Unfamiliar with the brand,Cola-Coka,Other,Wider range of flavors,Guarana,Yes,Yes,Other,Eco-friendly design,No,Below 50,Supermarkets,Social outings/parties
103342,120372,2-3 times a month,Throughout the day,To enhance sports performance,No,Neutral,Dangerous,Yes,3,Other,Cola-Coka,Brand reputation,Reduced sugar content,Caffeine,Yes,Not Sure,Online ads,Eco-friendly design,Yes,50-99,Gyms and fitness centers,Sports/exercise
103346,120376,2-3 times a week,For mental alertness,Increased energy and focus,Yes,Neutral,Dangerous,Yes,5,Not interested in energy drinks,Cola-Coka,Brand reputation,Reduced sugar content,Caffeine,Yes,Yes,Print media,Innovative bottle design,No,100-150,Supermarkets,Social outings/parties
103348,120378,Daily,Before exercise,To boost performance,No,Neutral,Effective,Yes,2,Unfamiliar with the brand,Cola-Coka,Taste/flavor preference,Other,Vitamins,Yes,Yes,Online ads,Compact and portable cans,Yes,50-99,Gyms and fitness centers,Sports/exercise
103350,120380,2-3 times a week,To stay awake during work/study,To combat fatigue,No,Positive,Not sure,No,3,Health concerns,Cola-Coka,Effectiveness,Other,Caffeine,Yes,No,TV commercials,Compact and portable cans,Yes,100-150,Supermarkets,Studying/working late
103352,120382,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Effective,No,5,Not available locally,Bepsi,Effectiveness,Other,Guarana,No,Yes,Online ads,Collectible packaging,Yes,100-150,Online retailers,Sports/exercise
103354,120384,2-3 times a week,Before exercise,To combat fatigue,No,Neutral,Effective,Yes,4,Health concerns,Bepsi,Other,Wider range of flavors,Caffeine,Yes,Yes,Outdoor billboards,Compact and portable cans,Not Sure,Above 150,Online retailers,Studying/working late
103356,120386,2-3 times a month,To stay awake during work/study,Increased energy and focus,Yes,Negative,Not sure,No,2,Unfamiliar with the brand,Cola-Coka,Brand reputation,Wider range of flavors,Guarana,No,Yes,Online ads,Compact and portable cans,Yes,Above 150,Other,Studying/working late
103360,120390,2-3 times a month,To stay awake during work/study,To combat fatigue,No,Negative,Not sure,Yes,5,Not interested in energy drinks,Cola-Coka,Brand reputation,Reduced sugar content,Caffeine,Yes,No,Other,Collectible packaging,No,50-99,Supermarkets,Studying/working late
103361,120391,Daily,To stay awake during work/study,Other,No,Neutral,Dangerous,Yes,3,Not interested in energy drinks,Bepsi,Availability,Wider range of flavors,Caffeine,No,Yes,Other,Innovative bottle design,Not Sure,100-150,Supermarkets,Studying/working late
103363,120393,2-3 times a month,Throughout the day,To combat fatigue,Yes,Neutral,Not sure,No,5,Health concerns,Bepsi,Brand reputation,Reduced sugar content,Sugar,Yes,Yes,Online ads,Innovative bottle design,Not Sure,Below 50,Online retailers,Sports/exercise
103364,120394,2-3 times a week,For mental alertness,To combat fatigue,No,Positive,Effective,No,3,Health concerns,Bepsi,Effectiveness,Wider range of flavors,Caffeine,Yes,No,TV commercials,Collectible packaging,No,Below 50,Online retailers,Social outings/parties
